strain,virus,gisaid_epi_isl,genbank_accession,date,region,country,division,location,region_exposure,country_exposure,division_exposure,segment,length,host,age,sex,Nextstrain_clade,pangolin_lineage,GISAID_clade,originating_lab,submitting_lab,authors,url,title,paper_url,date_submitted,purpose_of_sequencing
hCoV-19/England/CAMB-7970D/2020,betacoronavirus,EPI_ISL_441148,?,04/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29785,Human,unknown,unknown,?,B.29,V,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-78CC3/2020,betacoronavirus,EPI_ISL_441150,?,03/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,O,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7811F/2020,betacoronavirus,EPI_ISL_441160,?,01/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.391,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-798A0/2020,betacoronavirus,EPI_ISL_441173,?,01/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.104,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7A757/2020,betacoronavirus,EPI_ISL_441176,?,02/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.229,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-797FE/2020,betacoronavirus,EPI_ISL_441179,?,01/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.166,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-78F60/2020,betacoronavirus,EPI_ISL_441191,?,03/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.356,GH,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7966A/2020,betacoronavirus,EPI_ISL_441194,?,03/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,GH,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-792EE/2020,betacoronavirus,EPI_ISL_441203,?,03/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.250,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/SHEF-C18F4/2020,betacoronavirus,EPI_ISL_441913,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/LOND-D4CC5/2020,betacoronavirus,EPI_ISL_449675,?,15/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29702,Human,unknown,unknown,?,B.1.1,GR,"University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Sam Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer",https://www.gisaid.org/,?,?,19/05/2020,?
hCoV-19/England/SHEF-CD9C8/2020,betacoronavirus,EPI_ISL_442438,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.137,GR,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7DE22/2020,betacoronavirus,EPI_ISL_442161,?,07/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7B8F9/2020,betacoronavirus,EPI_ISL_442174,?,04/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29779,Human,unknown,unknown,?,B.1.104,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7B6FF/2020,betacoronavirus,EPI_ISL_442259,?,03/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.89,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-1238A4/2020,betacoronavirus,EPI_ISL_442634,?,06/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.3.1,L,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7D3BA/2020,betacoronavirus,EPI_ISL_442296,?,06/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7C807/2020,betacoronavirus,EPI_ISL_442302,?,05/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B,V,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/SHEF-C9FF7/2020,betacoronavirus,EPI_ISL_442354,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.137,GR,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/SHEF-CB61E/2020,betacoronavirus,EPI_ISL_442387,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.154,GR,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/SHEF-CC880/2020,betacoronavirus,EPI_ISL_442418,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/SHEF-D0EB4/2020,betacoronavirus,EPI_ISL_442481,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.369,GR,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/SHEF-D2957/2020,betacoronavirus,EPI_ISL_442510,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.137,GR,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,"Thushan de Silva, Matthew Parker, Nikki Smith, Adri Angyal, Rebecca Brown, Luke Green, Rachel Tucker, Paul Parsons, Danielle Groves, Katie Johnson, Laura Carrilero, Alex Keeley, Dave Partridge, Matthew Wyles, Benjamin Lindsey, Mehmet Yavuz, Mohammad Raza, Cariad Evans",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-81720/2020,betacoronavirus,EPI_ISL_442606,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,GH,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-1232A6/2020,betacoronavirus,EPI_ISL_442630,?,05/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-123798/2020,betacoronavirus,EPI_ISL_442694,?,03/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.229,G,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-123428/2020,betacoronavirus,EPI_ISL_442668,?,06/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.8,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-12374D/2020,betacoronavirus,EPI_ISL_442697,?,07/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.369,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-12322E/2020,betacoronavirus,EPI_ISL_442783,?,05/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-123112/2020,betacoronavirus,EPI_ISL_442730,?,05/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.164,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-123516/2020,betacoronavirus,EPI_ISL_442781,?,05/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.8,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-1238C2/2020,betacoronavirus,EPI_ISL_442785,?,06/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.117,GH,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-123C02/2020,betacoronavirus,EPI_ISL_442796,?,07/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,V,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
